Genome ID	Genome Name	Organism Name	NCBI Taxon ID	Genome Status	Strain	Serovar	Biovar	Pathovar	MLST	Other Typing	Culture Collection	Type Strain	Completion Date	Publication	BioProject Accession	BioSample Accession	Assembly Accession	SRA Accession	GenBank Accessions	RefSeq Accessions	Sequencing Centers	Sequencing Status	Sequencing Platform	Sequencing Depth	Assembly Method	Chromosomes	Plasmids	Contigs	Genome Length	GC Content	PATRIC CDS	RefSeq CDS	Isolation Site	Isolation Source	Isolation Comments	Collection Date	Isolation Country	Geographic Location	Latitude	Longitude	Altitude	Depth	Other Environmental	Host Name	Host Gender	Host Age	Host Health	Body Sample Site	Body Sample Subsite	Other Clinical	AntiMicrobial Resistance	AntiMicrobial Resistance Evidence	Gram Stain	Cell Shape	Motility	Sporulation	Temperature Range	Optimal Temperature	Salinity	Oxygen Requirement	Habitat	Disease	Comments	Additional Metadata	Coarse Consistency	Fine Consistency	Checkm Completeness	Checkm Contamination	Genome Quality Flags	Genome Quality	Date Inserted	Date Modified
"1679.168"	"Bifidobacterium longum subsp. longum strain MCC10072"		1679	"WGS"	"MCC10072"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368628"	"GCA_004334205.1"		"SHRT00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"69.4x"	"CLC NGS Cell v. 8"			23	2233880	59.976723	1875	1787		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	99.3				"Good"	"2019-07-18T03:24:39.498Z"	"2019-07-18T03:24:39.498Z"
"1679.169"	"Bifidobacterium longum subsp. longum strain MCC10058"		1679	"WGS"	"MCC10058"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368617"	"GCA_004334215.1"		"SHRI00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"43.3x"	"CLC NGS Cell v. 8"			65	2329562	60.22222	2049	1899		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.9	99.5				"Good"	"2019-07-18T03:22:39.829Z"	"2019-07-18T03:22:39.829Z"
"1679.170"	"Bifidobacterium longum subsp. longum strain MCC10059"		1679	"WGS"	"MCC10059"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368618"	"GCA_004334235.1"		"SHRJ00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"65.3x"	"CLC NGS Cell v. 8"			47	2437180	60.014977	2169	2062		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.9	99.2				"Good"	"2019-07-18T03:23:03.135Z"	"2019-07-18T03:23:03.135Z"
"1679.171"	"Bifidobacterium longum subsp. longum strain MCC10054"		1679	"WGS"	"MCC10054"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368613"	"GCA_004334245.1"		"SHRE00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"34.7x"	"CLC NGS Cell v. 8"			61	2295637	60.002953	2018	1868		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	98.9				"Good"	"2019-07-18T03:23:00.913Z"	"2019-07-18T03:23:00.913Z"
"1679.172"	"Bifidobacterium longum subsp. longum strain MCC10057"		1679	"WGS"	"MCC10057"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368616"	"GCA_004334255.1"		"SHRH00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"30.7x"	"CLC NGS Cell v. 8"			73	2188617	59.88997	1888	1735		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	98.7				"Good"	"2019-07-18T03:23:40.811Z"	"2019-07-18T03:23:40.811Z"
"1679.173"	"Bifidobacterium longum subsp. longum strain MCC10051"		1679	"WGS"	"MCC10051"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368610"	"GCA_004334285.1"		"SHRB00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"77.8x"	"CLC NGS Cell v. 8"			42	2303629	60.106422	2008	1894		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	99.3				"Good"	"2019-07-18T03:26:10.033Z"	"2019-07-18T03:26:10.033Z"
"1679.174"	"Bifidobacterium longum subsp. longum strain MCC10047"		1679	"WGS"	"MCC10047"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368607"	"GCA_004334325.1"		"SHQY00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"41.4x"	"CLC NGS Cell v. 8"			64	2364509	59.880802	2045	1922		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	99.3				"Good"	"2019-07-18T03:24:17.960Z"	"2019-07-18T03:24:17.960Z"
"1679.175"	"Bifidobacterium longum subsp. longum strain MCC10039"		1679	"WGS"	"MCC10039"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368599"	"GCA_004334335.1"		"SHQQ00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"54.5x"	"CLC NGS Cell v. 8"			34	2389049	59.98052	2094	1968		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.9	99.3				"Good"	"2019-07-18T03:25:31.642Z"	"2019-07-18T03:25:31.642Z"
"1679.176"	"Bifidobacterium longum subsp. longum strain MCC10040"		1679	"WGS"	"MCC10040"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368600"	"GCA_004334345.1"		"SHQR00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"51.7x"	"CLC NGS Cell v. 8"			45	2449960	60.16176	2173	2058		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	99.3				"Good"	"2019-07-18T03:27:58.892Z"	"2019-07-18T03:27:58.892Z"
"1679.177"	"Bifidobacterium longum subsp. longum strain MCC10030"		1679	"WGS"	"MCC10030"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368592"	"GCA_004334355.1"		"SHQJ00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"47.6x"	"CLC NGS Cell v. 8"			64	2518444	60.129467	2204	2082		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.9	99.4				"Good"	"2019-07-18T03:28:01.097Z"	"2019-07-18T03:28:01.097Z"
"1679.178"	"Bifidobacterium longum subsp. longum strain MCC10028"		1679	"WGS"	"MCC10028"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368590"	"GCA_004334425.1"		"SHQH00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"42.3x"	"CLC NGS Cell v. 8"			44	2425414	60.21327	2173	2031		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	99.3				"Good"	"2019-07-18T03:25:32.837Z"	"2019-07-18T03:25:32.837Z"
"1679.179"	"Bifidobacterium longum subsp. longum strain MCC10038"		1679	"WGS"	"MCC10038"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368598"	"GCA_004334365.1"		"SHQP00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"41.3x"	"CLC NGS Cell v. 8"			38	2367010	59.931644	2139	2022		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	99.1				"Good"	"2019-07-18T03:28:00.045Z"	"2019-07-18T03:28:00.045Z"
"1679.180"	"Bifidobacterium longum subsp. longum strain MCC10019"		1679	"WGS"	"MCC10019"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368584"	"GCA_004334435.1"		"SHQB00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"57.8x"	"CLC NGS Cell v. 8"			41	2304529	60.091152	2017	1899		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	99.3				"Good"	"2019-07-18T03:26:07.877Z"	"2019-07-18T03:26:07.877Z"
"1679.181"	"Bifidobacterium longum subsp. longum strain MCC10027"		1679	"WGS"	"MCC10027"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368589"	"GCA_004334445.1"		"SHQG00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"57.5x"	"CLC NGS Cell v. 8"			59	2505832	59.874645	2232	2106		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	99.3				"Good"	"2019-07-18T03:26:11.111Z"	"2019-07-18T03:26:11.111Z"
"1679.182"	"Bifidobacterium longum subsp. longum strain MCC10016"		1679	"WGS"	"MCC10016"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368581"	"GCA_004334465.1"		"SHPY00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"59.5x"	"CLC NGS Cell v. 8"			66	2371177	60.041195	2060	1922		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.9	99.7				"Good"	"2019-07-18T03:28:36.032Z"	"2019-07-18T03:28:36.032Z"
"1679.183"	"Bifidobacterium longum subsp. longum strain MCC10011"		1679	"WGS"	"MCC10011"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368577"	"GCA_004334485.1"		"SHPU00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"79x"	"CLC NGS Cell v. 8"			34	2397460	59.939186	2081	1979		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	99.3				"Good"	"2019-07-18T03:28:37.568Z"	"2019-07-18T03:28:37.568Z"
"1679.184"	"Bifidobacterium longum subsp. longum strain MCC10009"		1679	"WGS"	"MCC10009"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368575"	"GCA_004334515.1"		"SHPS00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"57.3x"	"CLC NGS Cell v. 8"			60	2523697	60.121044	2204	2082		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.9	99.5				"Good"	"2019-07-18T03:26:47.373Z"	"2019-07-18T03:26:47.373Z"
"1679.185"	"Bifidobacterium longum subsp. longum strain MCC10006"		1679	"WGS"	"MCC10006"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368572"	"GCA_004334535.1"		"SHPP00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"51.1x"	"CLC NGS Cell v. 8"			83	2450141	60.350243	2181	2029		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.9	99.4				"Good"	"2019-07-18T03:27:08.753Z"	"2019-07-18T03:27:08.753Z"
"1679.186"	"Bifidobacterium longum subsp. longum strain MCC10002"		1679	"WGS"	"MCC10002"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368569"	"GCA_004334545.1"		"SHPM00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"62.9x"	"CLC NGS Cell v. 8"			59	2634509	59.95246	2413	2260		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.9	99.1				"Good"	"2019-07-18T03:30:14.876Z"	"2019-07-18T03:30:14.876Z"
"1679.187"	"Bifidobacterium longum subsp. longum strain MCC10212"		1679	"WGS"	"MCC10212"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368681"	"GCA_004334555.1"		"SHTQ00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"187.8x"	"CLC NGS Cell v. 8"			28	2365474	59.86175	2087	1978		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	99.5				"Good"	"2019-07-18T03:29:52.635Z"	"2019-07-18T03:29:52.635Z"
"1679.188"	"Bifidobacterium longum subsp. longum strain MCC10127"		1679	"WGS"	"MCC10127"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368677"	"GCA_004334615.1"		"SHTS00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"130.6x"	"CLC NGS Cell v. 8"			41	2356733	60.097263	2036	1930		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	99.4				"Good"	"2019-07-18T03:28:22.384Z"	"2019-07-18T03:28:22.384Z"
"1679.189"	"Bifidobacterium longum subsp. longum strain MCC10130"		1679	"WGS"	"MCC10130"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368680"	"GCA_004334625.1"		"SHTR00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"102x"	"CLC NGS Cell v. 8"			59	2368573	60.000175	2078	1960		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	99.5				"Good"	"2019-07-18T03:28:29.812Z"	"2019-07-18T03:28:29.812Z"
"1679.190"	"Bifidobacterium longum subsp. longum strain MCC10126"		1679	"WGS"	"MCC10126"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368676"	"GCA_004334635.1"		"SHTN00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"70x"	"CLC NGS Cell v. 8"			68	2553070	59.786533	2258	2109		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	99.1				"Good"	"2019-07-18T03:29:29.272Z"	"2019-07-18T03:29:29.272Z"
"1679.191"	"Bifidobacterium longum subsp. longum strain MCC10124"		1679	"WGS"	"MCC10124"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368674"	"GCA_004334645.1"		"SHTL00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"70.6x"	"CLC NGS Cell v. 8"			47	2457023	60.116245	2155	2024		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	99.3				"Good"	"2019-07-18T03:31:21.185Z"	"2019-07-18T03:31:21.185Z"
"1679.192"	"Bifidobacterium longum subsp. longum strain MCC10121"		1679	"WGS"	"MCC10121"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368671"	"GCA_004334695.1"		"SHTJ00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"100.3x"	"CLC NGS Cell v. 8"			26	2384465	59.982975	2089	1969		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.9	99.3				"Good"	"2019-07-18T03:29:28.077Z"	"2019-07-18T03:29:28.077Z"
"1679.193"	"Bifidobacterium longum subsp. longum strain MCC10118"		1679	"WGS"	"MCC10118"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368668"	"GCA_004334705.1"		"SHTH00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"112x"	"CLC NGS Cell v. 8"			36	2349751	59.946777	2045	1925		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	99.5				"Good"	"2019-07-18T03:29:52.525Z"	"2019-07-18T03:29:52.525Z"
"1679.194"	"Bifidobacterium longum subsp. longum strain MCC10120"		1679	"WGS"	"MCC10120"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368670"	"GCA_004334715.1"		"SHTU00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"90.1x"	"CLC NGS Cell v. 8"			62	2483766	60.171288	2206	2071		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	99.3				"Good"	"2019-07-18T03:30:15.026Z"	"2019-07-18T03:30:15.026Z"
"1679.195"	"Bifidobacterium longum subsp. longum strain MCC10117"		1679	"WGS"	"MCC10117"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368667"	"GCA_004334745.1"		"SHTG00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"126.5x"	"CLC NGS Cell v. 8"			35	2301675	59.856323	1958	1845		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	99.4				"Good"	"2019-07-18T03:33:00.594Z"	"2019-07-18T03:33:00.594Z"
"1679.196"	"Bifidobacterium longum subsp. longum strain MCC10129"		1679	"WGS"	"MCC10129"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368679"	"GCA_004334775.1"		"SHTP00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"154.8x"	"CLC NGS Cell v. 8"			18	2273526	60.09555	1928	1850		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	99.4				"Good"	"2019-07-18T03:32:58.371Z"	"2019-07-18T03:32:58.371Z"
"1679.197"	"Bifidobacterium longum subsp. longum strain MCC10128"		1679	"WGS"	"MCC10128"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368678"	"GCA_004334785.1"		"SHTO00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"99.2x"	"CLC NGS Cell v. 8"			57	2509605	59.941067	2290	2138		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	99				"Good"	"2019-07-18T03:33:37.562Z"	"2019-07-18T03:33:37.562Z"
"1679.198"	"Bifidobacterium longum subsp. longum strain MCC10125"		1679	"WGS"	"MCC10125"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368675"	"GCA_004334795.1"		"SHTM00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"116.9x"	"CLC NGS Cell v. 8"			43	2447743	60.153374	2146	2021		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	99.4				"Good"	"2019-07-18T03:31:22.301Z"	"2019-07-18T03:31:22.301Z"
"1679.199"	"Bifidobacterium longum subsp. longum strain MCC10123"		1679	"WGS"	"MCC10123"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368673"	"GCA_004334815.1"		"SHTK00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"131x"	"CLC NGS Cell v. 8"			49	2506502	59.676033	2262	2128		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	99				"Good"	"2019-07-18T03:31:29.432Z"	"2019-07-18T03:31:29.432Z"
"1679.20"	"Bifidobacterium longum subsp. longum strain LO-10"		1679	"WGS"	"LO-10"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047619"	"GCF_001686165.1"		"BCYI00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"100x"	"ABySS v. 1.3.5"			80	2540238	60.28	2240			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.9	99.4	100			"Good"	"2016-09-11T13:58:14.848Z"	"2016-09-11T13:58:14.848Z"
"1679.200"	"Bifidobacterium longum subsp. longum strain MCC10119"		1679	"WGS"	"MCC10119"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368669"	"GCA_004334865.1"		"SHTI00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"95.8x"	"CLC NGS Cell v. 8"			45	2486893	60.091125	2244	2109		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.8	99.3				"Good"	"2019-07-18T03:34:00.699Z"	"2019-07-18T03:34:00.699Z"
"1679.201"	"Bifidobacterium longum subsp. longum strain MCC10122"		1679	"WGS"	"MCC10122"								"2019-03-08T00:00:00Z"	"29311585"	"PRJNA374900"	"SAMN06368672"	"GCA_004334855.1"		"SHTT00000000"		"Morinaga Milk Industry"		"Illumina MiSeq"	"118.3x"	"CLC NGS Cell v. 8"			49	2460426	60.13171	2153	2025		"feces"		"2015"	"Japan"	"Japan"						"Human, Homo sapiens"																			"Comparative genomics of Bifidobacterium longum subsp. longum"	"sample_type:cell culture"	99.9	99.3				"Good"	"2019-07-18T03:33:58.012Z"	"2019-07-18T03:33:58.012Z"
"1679.207"	"Bifidobacterium longum subsp. longum strain CR15"		1679	"WGS"	"CR15"								"2019-06-24T00:00:00Z"	"31201276"	"PRJNA540282"	"SAMN11527969"	"GCA_006438975.1"		"SZNG00000000"		"University of Nebraska-Lincoln"		"Illumina MiSeq"	"112.0x"	"SPAdes v. 3.12"			58	2403135	60.324577	2157	2092		"Stool"		"15-September-2017"	"USA"	"USA"						"Human, Homo sapiens"																			"This strain was isolated through an in vitro enrichment method with a prebiotic, xylooligosaccharide"		99.9	99.4				"Good"	"2019-09-30T08:54:26.764Z"	"2019-09-30T08:54:26.764Z"
"1679.21"	"Bifidobacterium longum subsp. longum strain LO-21"		1679	"WGS"	"LO-21"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047620"	"GCF_001686185.1"		"BCYJ00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"160x"	"ABySS v. 1.3.5"			71	2656034	60.14	2234			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.8	98.6	100	7.6		"Good"	"2016-09-11T14:03:12.148Z"	"2016-09-11T14:03:12.148Z"
"1679.22"	"Bifidobacterium longum subsp. longum strain LO-C29"		1679	"WGS"	"LO-C29"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047621"	"GCF_001686205.1"		"BCYK00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"110x"	"ABySS v. 1.3.5"			49	2483869	59.99	2112			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.8	99.1	100			"Good"	"2016-09-11T14:03:44.685Z"	"2016-09-11T14:03:44.685Z"
